Chemical Identifiers,Descriptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Output,
SMILES,averagemolecularpolarizability_pH_7.4,formalcharge_pH_6.5,tholepolarizability_a_xx_pH_7.4,tholepolarizability_a_yy_pH_7.4,tholepolarizability_a_zz_pH_7.4,atomcount,exactmass,aliphaticatomcount,aromaticatomcount,balabanindex,chainatomcount,dreidingenergy,fusedaliphaticringcount,hararyindex,heteroaromaticringcount,hyperwienerindex,maximalprojectionarea,maximalprojectionradius,maximalprojectionsize,minimalprojectionarea,minimalprojectionradius,ringatomcount,rotatablebondcount,smallestringsize,aliphaticringcountofsize_5,aromaticringcountofsize_5,polarsurfacearea_pH_7.4,asa_ASA_pH_7.4,asa_ASA+_pH_7.4,asa_ASA-_pH_7.4,asa_ASA_H_pH_7.4,asa_ASA_P_pH_7.4,logp,logd_pH_6.5,isoelectricpoint,apKa1,apKb1,averagemicrospeciescharge_Charge_pH_6.5,resonantcount,acceptorcount_pH_7.4,acceptorsitecount_pH_7.4,donorsitecount_pH_6.5,hmopienergy_pH_7.4, IC 50,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C(F)(F)F)OC4=CC=CC=C43)C=C21,41.73,0.0,51.39,42.56,31.22,53.0,433.2,19.0,12.0,1.22,11.0,157.8,0.0,127.3,0.0,12170.0,114.3,8.86,7.31,55.28,5.74,20.0,3.0,6.0,0.0,0.0,70.67,571.2,377.5,193.7,441.5,129.6,3.32,3.32,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.42,67,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC=CC=C43)C=C21,41.61,0.0,51.24,42.58,31.02,53.0,415.2,18.0,12.0,1.23,10.0,156.3,0.0,120.6,0.0,11150.0,112.6,8.86,7.31,54.81,5.74,20.0,3.0,6.0,0.0,0.0,70.67,566.3,390.1,176.2,457.9,108.4,2.83,2.83,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,48.0,26,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(CF)OC4=CC(C(F)(F)F)=CC=C43)C=C21,44.11,0.0,53.02,46.23,33.08,56.0,465.2,21.0,12.0,1.33,13.0,162.5,0.0,137.9,0.0,15730.0,119.2,9.46,7.94,58.36,5.6,20.0,4.0,6.0,0.0,0.0,70.67,624.4,404.2,220.1,441.1,183.2,3.44,3.44,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,58.84,230,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(CF)OC4=CC(Cl)=CC=C43)C=C21,43.92,0.0,52.79,46.41,32.55,53.0,431.1,18.0,12.0,1.23,10.0,155.0,0.0,120.2,0.0,11330.0,116.9,9.44,7.31,57.15,5.29,20.0,3.0,6.0,0.0,0.0,70.67,583.7,395.7,188.0,503.1,80.51,3.17,3.17,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,45.68,26,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C(F)(F)F)OC4=CC=CC=C43)C=C21,41.73,0.0,42.53,51.34,31.32,53.0,433.2,19.0,12.0,1.22,11.0,156.8,0.0,127.3,0.0,12170.0,108.1,9.17,8.43,55.6,5.26,20.0,3.0,6.0,0.0,0.0,70.67,590.8,389.9,200.9,450.5,140.3,3.32,3.32,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.42,32,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC=CC=C43)C=C21,41.62,0.0,42.55,51.25,31.05,53.0,415.2,18.0,12.0,1.23,10.0,155.8,0.0,120.6,0.0,11150.0,107.1,9.17,8.43,54.88,5.24,20.0,3.0,6.0,0.0,0.0,70.67,583.4,403.9,179.5,468.4,115.0,2.83,2.83,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,48.0,270,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(CF)OC4=CC(C(F)(F)F)=CC=C43)C=C21,44.11,0.0,46.18,53.07,33.09,56.0,465.2,21.0,12.0,1.33,13.0,161.0,0.0,137.9,0.0,15730.0,114.9,9.17,10.26,62.41,5.97,20.0,4.0,6.0,0.0,0.0,70.67,642.6,417.8,224.9,453.5,189.2,3.44,3.44,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,58.84,15,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=C(F)C=CC=C43)C=C21,41.52,0.0,51.06,42.46,31.05,53.0,397.2,17.0,12.0,1.26,9.0,152.7,0.0,114.9,0.0,10080.0,106.0,8.91,8.43,53.42,5.24,20.0,2.0,6.0,0.0,0.0,70.67,588.9,424.2,164.6,498.5,90.35,2.86,2.86,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,42.65,21,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=C3C=CC(Cl)=C4F)C=C21,43.51,0.0,44.46,52.87,33.19,53.0,431.1,18.0,12.0,1.23,10.0,153.0,0.0,120.9,0.0,11270.0,110.0,8.91,9.42,57.73,5.8,20.0,2.0,6.0,0.0,0.0,70.67,606.3,397.9,208.4,515.6,90.69,3.47,3.47,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,45.75,120,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=C3C=CC(F)=C4F)C=C21,41.22,0.0,49.69,43.07,30.9,53.0,415.2,18.0,12.0,1.23,10.0,152.6,0.0,120.9,0.0,11270.0,107.3,8.91,8.88,54.67,5.49,20.0,2.0,6.0,0.0,0.0,70.67,595.7,397.7,198.0,472.0,123.7,3.01,3.01,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,48.14,54,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=C3C=CC=C4C(F)(F)F)C=C21,43.28,0.0,45.87,51.06,32.93,56.0,447.2,20.0,12.0,1.38,12.0,160.5,0.0,133.2,0.0,13690.0,111.2,8.91,8.67,57.05,5.14,20.0,3.0,6.0,0.0,0.0,70.67,624.4,409.7,214.7,478.2,146.2,3.6,3.6,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.42,390,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=CC(Br)=CC=C43)C=C21,45.05,0.0,53.78,48.03,33.34,53.0,457.1,17.0,12.0,1.25,9.0,151.7,0.0,114.4,0.0,10290.0,109.2,8.91,9.63,57.55,5.92,20.0,2.0,6.0,0.0,0.0,70.67,607.2,402.9,204.4,542.4,64.86,3.49,3.49,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,37.16,130,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=CC(C(F)(F)F)=CC=C43)C=C21,44.0,0.0,52.91,46.02,33.05,56.0,447.2,20.0,12.0,1.34,12.0,160.0,0.0,131.7,0.0,14570.0,113.3,8.91,10.26,62.02,5.97,20.0,3.0,6.0,0.0,0.0,70.67,644.1,419.1,224.9,476.6,167.4,3.6,3.6,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.42,660,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=CC(Cl)=CC=C43)C=C21,43.82,0.0,52.66,46.29,32.5,53.0,413.2,17.0,12.0,1.25,9.0,152.6,0.0,114.4,0.0,10290.0,108.1,8.91,9.43,57.68,5.8,20.0,2.0,6.0,0.0,0.0,70.67,602.8,410.7,192.1,537.9,64.85,3.32,3.32,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,40.26,4200,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=CC=C(F)C=C43)C=C21,41.52,0.0,51.2,42.36,30.99,53.0,397.2,17.0,12.0,1.26,9.0,152.5,0.0,114.6,0.0,10130.0,105.8,8.91,8.43,53.67,5.24,20.0,2.0,6.0,0.0,0.0,70.67,590.4,431.1,159.3,496.2,94.24,2.86,2.86,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,42.65,53,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=NC(C(F)(F)F)=CC=C43)C=C21,43.37,0.0,52.24,45.07,32.78,55.0,448.2,20.0,12.0,1.34,12.0,153.8,0.0,131.7,1.0,14570.0,111.9,8.91,10.14,60.96,6.04,20.0,3.0,6.0,0.0,0.0,83.56,643.6,374.2,269.4,459.6,184.1,3.36,3.36,6.02,13.22,-1.17,0.0,120.0,4.0,6.0,2.0,54.05,99,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=C(F)C=C(F)C=C43)C=C21,41.84,0.0,42.72,51.59,31.19,53.0,451.2,20.0,12.0,1.4,12.0,155.5,0.0,133.1,0.0,13270.0,109.2,9.17,8.43,54.74,5.24,20.0,4.0,6.0,0.0,0.0,70.67,590.2,408.5,181.7,427.8,162.4,2.69,2.69,5.12,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,58.97,1200,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=C(F)C=CC=C43)C=C21,41.74,0.0,42.64,51.4,31.19,53.0,433.2,19.0,12.0,1.22,11.0,155.8,0.0,126.8,0.0,12170.0,107.9,9.17,8.43,53.82,5.24,20.0,4.0,6.0,0.0,0.0,70.67,585.1,418.2,166.8,452.2,132.9,2.55,2.55,5.12,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.49,820,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=C3C=CC(Cl)=C4F)C=C21,43.72,0.0,45.15,53.41,32.6,53.0,467.1,20.0,12.0,1.39,12.0,156.1,0.0,133.1,0.0,13410.0,111.9,9.17,9.42,58.14,5.8,20.0,4.0,6.0,0.0,0.0,70.67,602.5,391.9,210.6,469.3,133.2,3.16,3.16,5.12,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,56.59,210,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=CC(C(F)(F)F)=CC=C43)C=C21,44.22,0.0,53.21,46.28,33.17,56.0,483.2,22.0,12.0,1.31,14.0,163.1,0.0,144.4,0.0,16890.0,115.2,9.17,10.26,62.43,5.97,20.0,5.0,6.0,0.0,0.0,70.67,641.0,410.4,230.6,430.0,211.0,3.29,3.29,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,64.26,500,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=CC(Cl)=CC=C43)C=C21,44.03,0.0,53.06,46.4,32.64,53.0,449.1,19.0,12.0,1.21,11.0,155.7,0.0,126.3,0.0,12390.0,110.0,9.17,9.43,58.08,5.8,20.0,4.0,6.0,0.0,0.0,70.67,599.4,402.0,197.5,491.0,108.4,3.01,3.01,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,51.1,20,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=CC(F)=CC=C43)C=C21,41.75,0.0,42.72,51.36,31.15,53.0,433.2,19.0,12.0,1.21,11.0,155.7,0.0,126.3,0.0,12390.0,107.8,9.17,8.89,55.15,5.49,20.0,4.0,6.0,0.0,0.0,70.67,588.8,411.1,177.7,447.4,141.4,2.55,2.55,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.49,130,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(CF)(CF)OC4=CC=CC=C43)C=C21,41.56,0.0,50.97,42.7,31.02,53.0,415.2,18.0,12.0,1.23,10.0,156.0,0.0,120.3,0.0,11150.0,106.5,9.17,8.43,53.23,5.24,20.0,4.0,6.0,0.0,0.0,70.67,581.9,418.0,164.0,473.6,108.3,2.41,2.41,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,48.0,960,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC(C4=CC=CC(F)=C4)C3)C=C21,40.66,0.0,43.54,46.78,31.67,52.0,381.2,16.0,12.0,1.17,7.0,126.9,0.0,105.1,0.0,11140.0,113.7,10.09,8.22,43.44,4.85,21.0,3.0,5.0,1.0,0.0,61.44,582.4,406.0,176.4,492.1,90.24,3.43,3.43,5.39,13.25,-2.48,0.0,12.0,2.0,4.0,2.0,38.34,37500,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)C=C21,40.62,0.0,47.1,42.54,32.21,52.0,363.2,15.0,12.0,1.21,6.0,126.6,0.0,99.73,0.0,9791.0,110.0,10.07,7.78,43.4,5.08,21.0,3.0,5.0,1.0,0.0,61.44,578.0,419.1,158.9,516.4,61.6,3.28,3.28,5.39,13.25,-2.48,0.0,12.0,2.0,4.0,2.0,32.85,37500,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC4(CCC4)OC5=CC=C(F)C=C53)C=C21,42.91,0.0,53.88,43.28,31.57,54.0,409.2,18.0,12.0,1.05,7.0,174.1,0.0,121.0,0.0,11180.0,102.1,8.55,8.23,57.12,5.41,23.0,2.0,4.0,0.0,0.0,70.67,577.5,430.6,146.8,488.0,89.5,3.0,3.0,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,42.65,540,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC4(CCCC4)OC5=CC=CC=C53)C=C21,44.67,0.0,33.38,44.55,56.08,57.0,405.2,18.0,12.0,1.05,6.0,158.6,0.0,121.4,0.0,11140.0,111.6,9.41,8.44,54.11,5.23,24.0,2.0,5.0,1.0,0.0,70.67,592.0,441.1,150.9,528.5,63.45,3.3,3.3,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,37.16,10000,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC4=CC(C(F)(F)F)=CC=C43)C=C21,39.06,0.0,41.78,44.85,30.56,49.0,403.2,17.0,12.0,1.18,10.0,123.8,0.0,112.5,0.0,11840.0,106.5,8.76,9.81,53.18,5.14,19.0,3.0,5.0,1.0,0.0,61.44,595.2,367.0,228.1,432.4,162.7,3.66,3.66,5.13,13.22,-3.0,0.0,12.0,2.0,4.0,2.0,49.11,34,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC4=CC(Cl)=CC=C43)C=C21,38.86,0.0,41.61,44.81,30.16,46.0,369.1,14.0,12.0,1.09,7.0,116.3,0.0,96.45,0.0,7804.0,101.7,8.37,8.95,49.35,5.07,19.0,2.0,5.0,1.0,0.0,61.44,556.7,363.2,193.5,496.4,60.32,3.38,3.38,5.13,13.22,-3.0,0.0,12.0,2.0,4.0,2.0,35.95,4800,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC4=CC(F)=CC=C43)C=C21,36.58,0.0,43.01,38.28,28.45,46.0,353.2,14.0,12.0,1.09,7.0,116.2,0.0,96.45,0.0,7804.0,99.23,8.37,8.44,46.4,4.76,19.0,2.0,5.0,1.0,0.0,61.44,545.9,373.2,172.8,452.8,93.1,2.92,2.92,5.13,13.22,-3.0,0.0,12.0,2.0,4.0,2.0,38.34,55,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCOC4=CC(C(F)(F)F)=CC=C43)C=C21,39.36,0.0,33.1,38.84,46.15,50.0,419.1,18.0,12.0,1.17,10.0,142.7,0.0,118.5,0.0,12740.0,106.7,8.3,10.26,56.72,5.46,20.0,3.0,6.0,0.0,0.0,70.67,599.5,391.6,207.9,425.9,173.6,2.9,2.9,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,53.42,50,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCOC4=CC(OC(F)(F)F)=CC=C43)C=C21,40.34,0.0,40.84,33.84,46.35,51.0,435.1,19.0,12.0,1.11,11.0,167.1,0.0,122.9,0.0,14890.0,107.7,8.29,8.96,60.86,6.14,20.0,4.0,6.0,0.0,0.0,79.9,619.6,391.9,227.7,423.3,196.3,3.45,3.45,5.13,13.22,-3.0,0.0,12.0,4.0,6.0,2.0,57.73,77,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCOC4=CC=C(F)C=C43)C=C21,36.91,0.0,42.55,37.49,30.69,47.0,369.1,15.0,12.0,1.29,7.0,135.2,0.0,102.2,0.0,8447.0,99.31,8.3,8.43,48.26,4.76,20.0,2.0,6.0,0.0,0.0,70.67,547.7,405.3,142.4,447.1,100.5,2.17,2.17,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,42.65,410,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCOC4=CC=CC=C43)C=C21,36.73,0.0,36.16,31.18,42.86,47.0,351.2,14.0,12.0,1.11,6.0,135.5,0.0,96.73,0.0,7481.0,98.05,8.3,8.43,47.79,4.76,20.0,2.0,6.0,0.0,0.0,70.67,542.6,397.6,145.0,471.5,71.08,2.02,2.02,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,37.16,170,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC(C)(C)OC4=CC=C(F)C=C43)C=C21,40.83,0.0,34.7,36.98,50.82,53.0,397.2,17.0,12.0,1.26,9.0,157.0,0.0,114.6,0.0,10130.0,99.97,8.85,10.08,52.85,5.13,20.0,2.0,6.0,0.0,0.0,70.67,589.9,430.9,159.0,495.5,94.33,2.86,2.86,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,42.65,13000,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC(C4=CC=CC(F)=C4)C3)C=C21,40.3,0.0,48.22,40.88,31.81,52.0,381.2,16.0,12.0,1.17,7.0,126.9,0.0,105.1,0.0,11140.0,116.0,9.97,8.51,41.96,4.44,21.0,3.0,5.0,1.0,0.0,61.44,585.0,408.0,177.0,494.5,90.43,3.43,3.43,5.39,13.25,-2.48,0.0,12.0,2.0,4.0,2.0,38.34,804,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)C=C21,40.19,0.0,48.23,40.6,31.74,52.0,363.2,15.0,12.0,1.21,6.0,127.3,0.0,99.73,0.0,9791.0,114.2,9.96,8.51,40.46,4.44,21.0,3.0,5.0,1.0,0.0,61.44,579.5,420.1,159.4,518.7,60.83,3.28,3.28,5.39,13.25,-2.48,0.0,12.0,2.0,4.0,2.0,32.85,956,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC(C4=CC=CC=C4F)C3)C=C21,40.28,0.0,48.31,40.75,31.79,52.0,381.2,16.0,12.0,1.18,7.0,128.6,0.0,105.5,0.0,10920.0,115.8,9.96,8.51,42.17,4.68,21.0,3.0,5.0,1.0,0.0,61.44,582.1,410.9,171.2,500.2,81.82,3.43,3.43,5.39,13.25,-2.48,0.0,12.0,2.0,4.0,2.0,38.34,37500,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)C=C21,40.29,0.0,48.57,39.12,33.19,52.0,363.2,15.0,12.0,1.21,6.0,127.4,0.0,99.73,0.0,9791.0,114.9,10.25,8.51,45.11,5.46,21.0,3.0,5.0,1.0,0.0,61.44,580.1,420.3,159.8,518.4,61.64,3.28,3.28,5.39,13.25,-2.48,0.0,12.0,2.0,4.0,2.0,32.85,37500,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CC4(CCC4)OC5=CC=C(F)C=C53)C=C21,42.12,0.0,35.57,38.2,52.6,54.0,409.2,18.0,12.0,1.05,7.0,189.0,0.0,121.0,0.0,11180.0,104.6,8.97,10.61,54.17,5.14,23.0,2.0,4.0,0.0,0.0,70.67,588.5,437.1,151.4,494.0,94.46,3.0,3.0,5.13,13.22,-3.0,0.0,12.0,3.0,5.0,2.0,42.65,260,
CN1C(=O)CCC2=CC=C(NC(=O)NC3CCOC4=CC(OC(F)(F)F)=CC=C43)C=C21,40.88,0.0,45.54,47.83,29.25,51.0,435.1,19.0,12.0,1.11,11.0,171.5,0.0,122.9,0.0,14890.0,101.7,8.22,8.83,62.05,6.28,20.0,4.0,6.0,0.0,0.0,79.9,619.1,391.6,227.4,422.7,196.4,3.45,3.45,5.13,13.22,-3.0,0.0,12.0,4.0,6.0,2.0,57.73,44,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)(F)F)OC4=CC=CC=C43)C=CC=C21,40.98,0.0,47.32,44.29,31.31,52.0,434.2,19.0,12.0,1.25,11.0,190.6,0.0,128.4,0.0,11430.0,109.5,8.54,7.68,57.5,5.4,20.0,3.0,6.0,0.0,0.0,82.7,560.0,360.1,199.9,413.7,146.3,2.65,2.65,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,56.61,3,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC(Cl)=CC=C43)C=CC=C21,43.32,0.0,48.08,49.03,32.86,52.0,450.1,19.0,12.0,1.24,11.0,188.8,0.0,127.7,0.0,11640.0,112.7,9.1,8.37,58.54,5.31,20.0,3.0,6.0,0.0,0.0,82.7,572.6,356.9,215.7,447.6,125.0,2.77,2.77,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,54.29,21,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC=CC=C43)C=CC=C21,40.87,0.0,47.1,44.31,31.19,52.0,416.2,18.0,12.0,1.27,10.0,189.1,0.0,121.8,0.0,10460.0,108.1,8.54,7.69,56.05,5.31,20.0,3.0,6.0,0.0,0.0,82.7,555.1,372.8,182.3,430.2,125.0,2.17,2.17,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,51.19,53,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(CF)OC4=CC(Cl)=CC=C43)C=CC=C21,43.22,0.0,47.94,48.9,32.82,52.0,432.1,18.0,12.0,1.26,10.0,187.8,0.0,121.4,0.0,10640.0,111.8,8.87,8.23,57.72,5.31,20.0,3.0,6.0,0.0,0.0,82.7,572.5,378.4,194.1,475.5,97.07,2.5,2.5,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,48.87,63,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(CF)OC4=CC=CC=C43)C=CC=C21,40.78,0.0,44.1,47.13,31.09,52.0,398.2,17.0,12.0,1.3,9.0,188.1,0.0,115.6,0.0,9484.0,106.9,8.3,8.23,55.28,5.31,20.0,3.0,6.0,0.0,0.0,82.7,555.1,394.4,160.7,458.0,97.02,1.9,1.9,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,45.77,120,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)(F)F)OC4=CC=CC=C43)C=CC=C21,40.98,0.0,44.34,47.13,31.46,52.0,434.2,19.0,12.0,1.25,11.0,176.3,0.0,128.4,0.0,11430.0,104.0,8.91,9.8,51.6,5.21,20.0,3.0,6.0,0.0,0.0,82.7,576.5,370.5,206.1,420.2,156.3,2.65,2.65,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,56.61,1,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC(Cl)=CC=C43)C=CC=C21,43.34,0.0,48.04,49.08,32.89,52.0,450.1,19.0,12.0,1.24,11.0,174.2,0.0,127.7,0.0,11640.0,105.7,8.91,10.86,56.67,5.78,20.0,3.0,6.0,0.0,0.0,82.7,586.2,367.3,218.8,454.5,131.7,2.77,2.77,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,54.29,17,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC=CC=C43)C=CC=C21,40.89,0.0,44.38,47.14,31.15,52.0,416.2,18.0,12.0,1.27,10.0,175.3,0.0,121.8,0.0,10460.0,103.2,8.91,9.8,49.98,5.21,20.0,3.0,6.0,0.0,0.0,82.7,569.1,384.5,184.7,438.1,131.1,2.17,2.17,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,51.19,32,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(CF)OC4=CC(Cl)=CC=C43)C=CC=C21,43.19,0.0,47.81,49.08,32.68,52.0,432.1,18.0,12.0,1.26,10.0,173.1,0.0,121.4,0.0,10640.0,104.3,8.91,10.86,55.05,5.78,20.0,3.0,6.0,0.0,0.0,82.7,587.0,389.8,197.2,484.4,102.6,2.5,2.5,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,48.87,51,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(CF)OC4=CC=CC=C43)C=CC=C21,40.79,0.0,47.09,44.12,31.15,52.0,398.2,17.0,12.0,1.3,9.0,173.3,0.0,115.6,0.0,9484.0,101.5,8.91,9.8,49.98,5.21,20.0,3.0,6.0,0.0,0.0,82.7,569.6,405.8,163.7,467.0,102.6,1.9,1.9,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,45.77,220,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C(F)F)OC4=CC(Cl)=CC=C43)C=CC=C21,43.32,0.0,48.08,49.03,32.86,52.0,450.1,19.0,12.0,1.24,11.0,189.4,0.0,127.7,0.0,11640.0,113.5,8.87,8.24,59.03,5.41,20.0,3.0,6.0,0.0,0.0,82.7,570.4,358.5,212.0,449.0,121.4,2.77,2.77,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,54.29,21,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C)C4=CC=CC=C43)C=CC=C21,39.41,0.0,41.22,43.87,33.13,51.0,364.2,15.0,12.0,1.36,8.0,145.2,0.0,104.3,0.0,7705.0,98.3,8.4,9.46,51.05,4.68,19.0,2.0,5.0,1.0,0.0,73.47,562.6,404.5,158.2,487.2,75.43,2.7,2.7,5.0,12.82,-2.81,0.0,16.0,2.0,4.0,3.0,36.04,29,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C)OC4=C(F)C=CC=C43)C=CC=C21,40.78,0.0,44.17,47.02,31.14,52.0,398.2,17.0,12.0,1.3,9.0,172.1,0.0,116.0,0.0,9442.0,101.2,8.66,9.8,50.48,5.21,20.0,2.0,6.0,0.0,0.0,82.7,574.7,404.9,169.8,468.4,106.3,2.2,2.2,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,45.83,31,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C)OC4=C3C=CC(F)=C4Cl)C=CC=C21,42.94,0.0,45.06,54.38,29.38,52.0,432.1,18.0,12.0,1.27,10.0,172.6,0.0,122.1,0.0,10580.0,105.2,8.66,10.28,53.97,5.47,20.0,2.0,6.0,0.0,0.0,82.7,588.3,378.5,209.9,473.9,114.4,2.8,2.8,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,48.93,17,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C)OC4=CC(C(F)(F)F)=CC=C43)C=CC=C21,43.23,0.0,47.55,49.2,32.95,55.0,448.2,20.0,12.0,1.38,12.0,179.4,0.0,132.9,0.0,13760.0,108.6,8.66,11.58,58.88,5.96,20.0,3.0,6.0,0.0,0.0,82.7,630.4,400.1,230.3,446.8,183.6,2.93,2.93,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,56.61,16,
CN1C(=O)NCC2=C(NC(=O)NC3CC(C)(C)OC4=CC(Cl)=CC=C43)C=CC=C21,43.13,0.0,47.75,48.97,32.68,52.0,414.1,17.0,12.0,1.29,9.0,172.0,0.0,115.6,0.0,9641.0,103.3,8.66,10.86,55.19,5.78,20.0,2.0,6.0,0.0,0.0,82.7,588.9,391.6,197.3,508.0,80.95,2.66,2.66,5.0,12.82,-2.81,0.0,16.0,3.0,5.0,3.0,43.45,42,
